* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
* Note to Katu: look for [^.*(heyword).*\n?] when mass deleting lines. Omit []. Alt+Enter to select all and Delete to del.
*
1, none, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
4050, nether, minecraft:nether_wastes, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
4051, nether, minecraft:nether_wastes, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
4052, nether, minecraft:nether_wastes, MONSTER, born_in_chaos_v1:dark_vortex, 30, 1, 2
4053, nether, minecraft:nether_wastes, MONSTER, born_in_chaos_v1:bonescaller, 20, 1, 2
4054, nether, minecraft:nether_wastes, MONSTER, born_in_chaos_v1:scarlet_persecutor, 30, 1, 2
4056, nether, minecraft:nether_wastes, MONSTER, graveyard:skeleton_creeper, 10, 1, 1
4057, nether, minecraft:nether_wastes, MONSTER, graveyard:ghoul, 5, 1, 1
4058, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 60, 1, 2
4059, nether, minecraft:nether_wastes, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
4060, nether, minecraft:nether_wastes, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
4061, nether, minecraft:nether_wastes, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
4062, nether, minecraft:nether_wastes, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
4063, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
4064, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 80, 4, 4
4065, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
4066, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 80, 4, 4
4067, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 80, 4, 4
4068, ocean, minecraft:ocean, MONSTER, minecraft:slime, 80, 4, 4
4069, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 5, 1, 4
4070, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
4071, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 10, 1, 1
4072, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
4073, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
4074, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
4075, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
4076, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4077, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4078, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4079, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4080, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
4081, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4083, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
4084, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4085, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4086, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
4087, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
4088, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
4091, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
4093, ocean, minecraft:ocean, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
4094, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
4095, ocean, minecraft:ocean, AMBIENT, distantfriends:friend, 20, 1, 2
4097, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4098, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
4099, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
4100, ocean, minecraft:ocean, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
4101, ocean, minecraft:ocean, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
4102, ocean, minecraft:ocean, WATER_CREATURE, tide:mooncaster, 20, 1, 2
4103, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
4104, ocean, minecraft:ocean, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
4105, ocean, minecraft:ocean, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
4106, ocean, minecraft:ocean, WATER_AMBIENT, fishofthieves:islehopper, 10, 2, 4
4107, ocean, minecraft:ocean, WATER_AMBIENT, fishofthieves:splashtail, 15, 4, 8
4108, ocean, minecraft:ocean, WATER_AMBIENT, fishofthieves:stormfish, 12, 4, 8
4109, ocean, minecraft:ocean, WATER_AMBIENT, fishofthieves:wildsplash, 10, 2, 4
4110, ocean, minecraft:ocean, WATER_AMBIENT, fishofthieves:wrecker, 50, 4, 8
4111, ocean, minecraft:ocean, WATER_AMBIENT, fishofthieves:splashtail, 10, 1, 2
4112, ocean, minecraft:ocean, WATER_AMBIENT, fishofthieves:islehopper, 10, 1, 2
4113, ocean, minecraft:ocean, WATER_AMBIENT, fishofthieves:ancientscale, 10, 1, 2
4114, ocean, minecraft:ocean, WATER_AMBIENT, fishofthieves:plentifin, 10, 1, 2
4115, ocean, minecraft:ocean, WATER_AMBIENT, fishofthieves:wildsplash, 10, 1, 2
4116, ocean, minecraft:ocean, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
4117, ocean, minecraft:ocean, WATER_AMBIENT, fishofthieves:battlegill, 10, 1, 2
4118, ocean, minecraft:ocean, WATER_AMBIENT, fishofthieves:wrecker, 10, 1, 2
4119, ocean, minecraft:ocean, WATER_AMBIENT, fishofthieves:stormfish, 10, 1, 2
4120, ocean, minecraft:ocean, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
4121, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:spider, 80, 4, 4
4122, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
4123, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
4124, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
4125, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
4126, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:slime, 80, 4, 4
4127, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
4128, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
4129, forest, minecraft:old_growth_birch_forest, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
4130, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
4131, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
4132, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
4133, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
4134, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4135, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4136, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4137, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4139, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
4140, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4142, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
4143, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4144, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4145, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
4146, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
4147, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
4150, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
4152, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:sheep, 12, 2, 2
4153, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:pig, 10, 2, 2
4154, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:chicken, 10, 2, 2
4155, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:cow, 10, 2, 2
4156, forest, minecraft:old_growth_birch_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
4157, forest, minecraft:old_growth_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
4158, forest, minecraft:old_growth_birch_forest, AMBIENT, distantfriends:friend, 20, 1, 2
4160, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4161, forest, minecraft:old_growth_birch_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
4162, forest, minecraft:old_growth_birch_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
4163, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
4164, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
4165, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, fishofthieves:pondie, 15, 2, 4
4166, forest, minecraft:old_growth_birch_forest, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
4167, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 80, 4, 4
4168, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 80, 4, 4
4169, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
4170, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
4171, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:creeper, 80, 4, 4
4172, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime, 80, 4, 4
4173, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 5, 1, 4
4174, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:witch, 5, 1, 1
4175, taiga, minecraft:old_growth_pine_taiga, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
4176, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
4177, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
4178, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
4179, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
4180, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4181, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4182, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4183, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4184, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
4185, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4187, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
4188, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4189, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4190, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
4192, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
4193, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
4196, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
4198, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:sheep, 12, 4, 4
4199, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:pig, 10, 4, 4
4200, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:chicken, 10, 4, 4
4201, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:cow, 10, 4, 4
4202, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 10, 2, 2
4203, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
4204, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:fox, 10, 1, 2
4205, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 10, 4, 4
4206, taiga, minecraft:old_growth_pine_taiga, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
4207, taiga, minecraft:old_growth_pine_taiga, AMBIENT, minecraft:bat, 10, 8, 8
4208, taiga, minecraft:old_growth_pine_taiga, AMBIENT, distantfriends:friend, 20, 1, 2
4210, taiga, minecraft:old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4211, taiga, minecraft:old_growth_pine_taiga, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
4212, taiga, minecraft:old_growth_pine_taiga, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
4213, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
4214, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
4215, taiga, minecraft:old_growth_pine_taiga, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
4216, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:spider, 80, 4, 4
4217, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie, 80, 4, 4
4218, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
4219, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
4220, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:creeper, 80, 4, 4
4221, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:slime, 80, 4, 4
4222, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:enderman, 5, 1, 4
4223, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:witch, 5, 1, 1
4224, taiga, minecraft:old_growth_spruce_taiga, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
4225, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
4226, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
4227, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
4228, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
4229, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4230, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4231, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4232, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4233, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
4234, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4236, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
4237, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4238, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4239, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
4241, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
4242, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
4245, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
4247, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:sheep, 12, 4, 4
4248, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:pig, 10, 4, 4
4249, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:chicken, 10, 4, 4
4250, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:cow, 10, 4, 4
4251, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:wolf, 10, 4, 4
4252, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
4253, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:fox, 10, 1, 2
4254, taiga, minecraft:old_growth_spruce_taiga, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
4255, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, minecraft:bat, 10, 8, 8
4256, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, distantfriends:friend, 20, 1, 2
4258, taiga, minecraft:old_growth_spruce_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4259, taiga, minecraft:old_growth_spruce_taiga, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
4260, taiga, minecraft:old_growth_spruce_taiga, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
4261, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
4262, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
4263, taiga, minecraft:old_growth_spruce_taiga, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
4264, swamp, terralith:orchid_swamp, MONSTER, minecraft:spider, 80, 4, 4
4265, swamp, terralith:orchid_swamp, MONSTER, minecraft:zombie, 80, 4, 4
4266, swamp, terralith:orchid_swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
4267, swamp, terralith:orchid_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
4268, swamp, terralith:orchid_swamp, MONSTER, minecraft:creeper, 80, 4, 4
4269, swamp, terralith:orchid_swamp, MONSTER, minecraft:slime, 80, 4, 4
4270, swamp, terralith:orchid_swamp, MONSTER, minecraft:enderman, 5, 1, 4
4271, swamp, terralith:orchid_swamp, MONSTER, minecraft:witch, 5, 1, 1
4272, swamp, terralith:orchid_swamp, MONSTER, minecraft:slime, 10, 1, 1
4273, swamp, terralith:orchid_swamp, MONSTER, graveyard:nightmare, 10, 1, 1
4274, swamp, terralith:orchid_swamp, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
4275, swamp, terralith:orchid_swamp, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
4276, swamp, terralith:orchid_swamp, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
4277, swamp, terralith:orchid_swamp, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
4278, swamp, terralith:orchid_swamp, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
4279, swamp, terralith:orchid_swamp, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4280, swamp, terralith:orchid_swamp, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4281, swamp, terralith:orchid_swamp, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4282, swamp, terralith:orchid_swamp, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4283, swamp, terralith:orchid_swamp, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
4284, swamp, terralith:orchid_swamp, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4286, swamp, terralith:orchid_swamp, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
4287, swamp, terralith:orchid_swamp, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4288, swamp, terralith:orchid_swamp, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4289, swamp, terralith:orchid_swamp, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
4290, swamp, terralith:orchid_swamp, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
4291, swamp, terralith:orchid_swamp, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
4293, swamp, terralith:orchid_swamp, MONSTER, born_in_chaos_v1:corpse_fly, 20, 2, 4
4294, swamp, terralith:orchid_swamp, MONSTER, born_in_chaos_v1:swarmer, 20, 1, 2
4296, swamp, terralith:orchid_swamp, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
4298, swamp, terralith:orchid_swamp, CREATURE, minecraft:sheep, 12, 2, 2
4299, swamp, terralith:orchid_swamp, CREATURE, minecraft:pig, 10, 2, 2
4300, swamp, terralith:orchid_swamp, CREATURE, minecraft:chicken, 10, 2, 2
4301, swamp, terralith:orchid_swamp, CREATURE, minecraft:cow, 10, 2, 2
4302, swamp, terralith:orchid_swamp, CREATURE, minecraft:frog, 25, 1, 2
4303, swamp, terralith:orchid_swamp, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
4304, swamp, terralith:orchid_swamp, AMBIENT, minecraft:bat, 10, 8, 8
4305, swamp, terralith:orchid_swamp, AMBIENT, distantfriends:friend, 20, 1, 2
4307, swamp, terralith:orchid_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4308, swamp, terralith:orchid_swamp, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
4309, swamp, terralith:orchid_swamp, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
4310, swamp, terralith:orchid_swamp, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
4311, swamp, terralith:orchid_swamp, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
4312, swamp, terralith:orchid_swamp, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
4313, badlands, terralith:painted_mountains, MONSTER, minecraft:spider, 80, 4, 4
4314, badlands, terralith:painted_mountains, MONSTER, minecraft:zombie, 80, 4, 4
4315, badlands, terralith:painted_mountains, MONSTER, minecraft:zombie_villager, 10, 1, 1
4316, badlands, terralith:painted_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
4317, badlands, terralith:painted_mountains, MONSTER, minecraft:creeper, 80, 4, 4
4318, badlands, terralith:painted_mountains, MONSTER, minecraft:slime, 80, 4, 4
4319, badlands, terralith:painted_mountains, MONSTER, minecraft:enderman, 5, 1, 4
4320, badlands, terralith:painted_mountains, MONSTER, minecraft:witch, 5, 1, 1
4321, badlands, terralith:painted_mountains, MONSTER, graveyard:nightmare, 10, 1, 1
4322, badlands, terralith:painted_mountains, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
4323, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
4324, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
4325, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
4326, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
4327, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
4328, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4329, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4330, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4331, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
4332, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4334, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
4335, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
4336, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4337, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
4338, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
4339, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
4342, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
4344, badlands, terralith:painted_mountains, CREATURE, minecraft:goat, 10, 1, 3
4345, badlands, terralith:painted_mountains, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
4346, badlands, terralith:painted_mountains, CREATURE, crockpot:volt_goat, 50, 1, 3
4347, badlands, terralith:painted_mountains, AMBIENT, minecraft:bat, 10, 8, 8
4348, badlands, terralith:painted_mountains, AMBIENT, distantfriends:friend, 20, 1, 2
4350, badlands, terralith:painted_mountains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4351, badlands, terralith:painted_mountains, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
4352, badlands, terralith:painted_mountains, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
4353, badlands, terralith:painted_mountains, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
4354, badlands, terralith:painted_mountains, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
